PARTKEY|NAME|MFGR|BRAND|TYPE|SIZE|CONTAINER|RETAILPRICE|COMMENT
213|pale midnight light ghost saddle|Manufacturer#3           |Brand#35  |SMALL POLISHED COPPER|14|WRAP CAN  |23.00|no|
214|cornsilk tomato firebrick tan puff|Manufacturer#4           |Brand#41  |PROMO PLATED BRASS|30|LG BAG    |23.00|no|
215|lace pink black orange cornflower|Manufacturer#5           |Brand#52  |ECONOMY BURNISHED NICKEL|19|SM PACK   |23.00|no|
216|tan azure slate white mint|Manufacturer#4           |Brand#45  |MEDIUM PLATED NICKEL|35|MED JAR   |24.00|no|
217|lemon thistle sandy royal peru|Manufacturer#5           |Brand#52  |PROMO PLATED COPPER|44|MED DRUM  |24.00|no|
218|sandy khaki ghost cornflower metallic|Manufacturer#4           |Brand#41  |PROMO BURNISHED TIN|24|WRAP PACK |24.00|no|
219|cyan aquamarine red plum frosted|Manufacturer#4           |Brand#45  |PROMO ANODIZED BRASS|31|MED JAR   |24.00|no|
220|lemon firebrick lime white wheat|Manufacturer#1           |Brand#14  |PROMO BRUSHED BRASS|25|MED CASE  |24.00|no|
221|chartreuse azure lemon saddle dark|Manufacturer#5           |Brand#51  |PROMO BRUSHED COPPER|7|LG DRUM   |24.00|no|
222|aquamarine puff antique drab beige|Manufacturer#3           |Brand#33  |LARGE ANODIZED BRASS|35|LG CASE   |24.00|no|
223|rose salmon yellow turquoise grey|Manufacturer#3           |Brand#33  |LARGE ANODIZED STEEL|29|MED BAG   |24.00|no|
224|drab lavender moccasin almond purple|Manufacturer#1           |Brand#13  |STANDARD POLISHED NICKEL|46|WRAP BOX  |24.00|no|
225|cornsilk powder bisque chartreuse spring|Manufacturer#4           |Brand#45  |ECONOMY BRUSHED TIN|23|MED CASE  |25.00|no|
226|blush navy indian peru lemon|Manufacturer#3           |Brand#33  |PROMO ANODIZED STEEL|7|SM PKG    |25.00|no|
227|dim yellow aquamarine lavender peach|Manufacturer#4           |Brand#44  |SMALL BRUSHED TIN|21|LG PACK   |25.00|no|
228|saddle lawn blue burlywood white|Manufacturer#4           |Brand#44  |ECONOMY PLATED STEEL|12|SM DRUM   |25.00|no|
229|orchid misty cornsilk chartreuse medium|Manufacturer#1           |Brand#15  |SMALL POLISHED STEEL|19|MED CAN   |25.00|no|
230|thistle navy lawn sky slate|Manufacturer#5           |Brand#51  |STANDARD PLATED STEEL|20|SM PKG    |25.00|no|
231|bisque blush beige honeydew slate|Manufacturer#5           |Brand#51  |MEDIUM BURNISHED COPPER|17|MED PACK  |25.00|no|
232|ivory peru lavender orange dark|Manufacturer#5           |Brand#53  |LARGE BURNISHED NICKEL|50|SM PKG    |25.00|no|
233|seashell tomato red lemon saddle|Manufacturer#3           |Brand#34  |MEDIUM ANODIZED BRASS|25|SM PACK   |25.00|no|
234|chocolate slate maroon azure goldenrod|Manufacturer#1           |Brand#13  |MEDIUM ANODIZED NICKEL|26|WRAP BOX  |26.00|no|
235|sky mint aquamarine dark cornsilk|Manufacturer#3           |Brand#32  |ECONOMY BRUSHED COPPER|4|MED JAR   |26.00|no|
236|salmon antique burlywood linen peach|Manufacturer#5           |Brand#55  |ECONOMY ANODIZED STEEL|31|LG JAR    |26.00|no|
237|yellow orchid dark light smoke|Manufacturer#2           |Brand#25  |LARGE BURNISHED TIN|49|SM DRUM   |26.00|no|
238|purple dark lawn navajo indian|Manufacturer#3           |Brand#34  |SMALL POLISHED TIN|35|LG CAN    |26.00|no|
239|medium olive pink dim firebrick|Manufacturer#2           |Brand#24  |LARGE PLATED NICKEL|36|WRAP DRUM |26.00|no|
240|rose beige magenta coral sandy|Manufacturer#3           |Brand#32  |MEDIUM BURNISHED NICKEL|1|LG CAN    |26.00|no|
241|purple drab puff peach tomato|Manufacturer#5           |Brand#51  |STANDARD BRUSHED COPPER|3|WRAP CASE |26.00|no|
242|spring green lemon medium olive|Manufacturer#3           |Brand#35  |SMALL POLISHED STEEL|42|LG BAG    |26.00|no|
243|bisque chiffon orange misty tan|Manufacturer#3           |Brand#32  |MEDIUM ANODIZED STEEL|49|SM BOX    |26.00|no|
244|seashell ghost cyan burlywood thistle|Manufacturer#5           |Brand#51  |ECONOMY BURNISHED BRASS|48|LG BOX    |27.00|no|
245|beige orchid chartreuse powder slate|Manufacturer#2           |Brand#23  |PROMO BURNISHED BRASS|39|JUMBO PKG |27.00|no|
246|burlywood orchid dark drab dodger|Manufacturer#2           |Brand#21  |PROMO BRUSHED BRASS|18|SM CAN    |27.00|no|
247|medium gainsboro lawn coral peach|Manufacturer#5           |Brand#53  |LARGE BURNISHED BRASS|4|JUMBO PACK|27.00|no|
248|drab aquamarine red papaya pale|Manufacturer#1           |Brand#15  |SMALL PLATED BRASS|8|MED PACK  |27.00|no|
249|hot sandy lavender saddle rosy|Manufacturer#4           |Brand#44  |ECONOMY BURNISHED BRASS|15|LG JAR    |27.00|no|
250|antique goldenrod floral forest slate|Manufacturer#4           |Brand#44  |PROMO POLISHED NICKEL|35|WRAP CASE |27.00|no|
251|dodger gainsboro violet steel papaya|Manufacturer#1           |Brand#15  |STANDARD BRUSHED NICKEL|41|WRAP CAN  |27.00|no|
252|royal sienna magenta lace brown|Manufacturer#1           |Brand#11  |PROMO PLATED NICKEL|22|WRAP DRUM |27.00|no|
253|blanched ghost turquoise burlywood spring|Manufacturer#4           |Brand#45  |PROMO ANODIZED TIN|16|LG PKG    |28.00|no|
254|navy light red royal olive|Manufacturer#4           |Brand#44  |MEDIUM PLATED TIN|10|MED JAR   |28.00|no|
255|aquamarine seashell grey navy white|Manufacturer#2           |Brand#21  |LARGE ANODIZED NICKEL|24|JUMBO CAN |28.00|no|
256|royal cream lawn purple powder|Manufacturer#3           |Brand#32  |LARGE BURNISHED TIN|2|SM DRUM   |28.00|no|
257|blue gainsboro maroon green burnished|Manufacturer#4           |Brand#41  |ECONOMY POLISHED COPPER|11|SM JAR    |28.00|no|
258|royal frosted blue pale dim|Manufacturer#4           |Brand#43  |STANDARD ANODIZED COPPER|18|WRAP DRUM |28.00|no|
259|ghost puff sky linen burnished|Manufacturer#2           |Brand#23  |SMALL BURNISHED BRASS|41|WRAP PACK |28.00|no|
260|firebrick thistle lime frosted khaki|Manufacturer#5           |Brand#55  |STANDARD ANODIZED STEEL|10|LG BAG    |28.00|no|
261|floral moccasin puff rosy ghost|Manufacturer#4           |Brand#41  |STANDARD POLISHED TIN|44|JUMBO PACK|28.00|no|
262|drab lavender lawn purple puff|Manufacturer#5           |Brand#52  |MEDIUM PLATED NICKEL|16|JUMBO BAG |29.00|no|
263|linen red plum purple steel|Manufacturer#1           |Brand#14  |ECONOMY BURNISHED COPPER|46|MED CASE  |29.00|no|
264|plum floral sienna magenta ivory|Manufacturer#1           |Brand#14  |SMALL BURNISHED TIN|23|SM CAN    |29.00|no|
265|aquamarine magenta seashell orange royal|Manufacturer#4           |Brand#43  |SMALL POLISHED STEEL|19|WRAP CASE |29.00|no|
266|medium brown tomato cornflower moccasin|Manufacturer#4           |Brand#43  |ECONOMY BRUSHED STEEL|25|LG DRUM   |29.00|no|
267|pink salmon moccasin orange wheat|Manufacturer#2           |Brand#24  |LARGE POLISHED BRASS|41|JUMBO PACK|29.00|no|
268|cornsilk seashell lime aquamarine violet|Manufacturer#2           |Brand#22  |MEDIUM PLATED NICKEL|8|MED JAR   |29.00|no|
269|chartreuse navajo moccasin orchid spring|Manufacturer#1           |Brand#13  |LARGE PLATED BRASS|5|WRAP BOX  |29.00|no|
270|mint deep white navajo floral|Manufacturer#2           |Brand#25  |PROMO BURNISHED COPPER|45|MED BAG   |29.00|no|
271|lace floral peru dim magenta|Manufacturer#5           |Brand#52  |PROMO PLATED COPPER|32|MED PKG   |30.00|no|
272|red purple tomato medium papaya|Manufacturer#5           |Brand#52  |LARGE POLISHED BRASS|39|LG PKG    |30.00|no|
273|pink white sky burnished coral|Manufacturer#2           |Brand#25  |STANDARD BRUSHED BRASS|50|LG BOX    |30.00|no|
274|cyan lawn snow sky peru|Manufacturer#2           |Brand#23  |MEDIUM POLISHED STEEL|46|LG JAR    |30.00|no|
275|steel chartreuse red plum sienna|Manufacturer#4           |Brand#45  |LARGE BURNISHED BRASS|37|SM BOX    |30.00|no|
276|orange yellow drab grey blanched|Manufacturer#2           |Brand#25  |SMALL BRUSHED COPPER|5|LG JAR    |30.00|no|
277|grey navy rosy red burnished|Manufacturer#4           |Brand#43  |ECONOMY ANODIZED NICKEL|49|JUMBO JAR |30.00|no|
278|blanched lime almond moccasin floral|Manufacturer#4           |Brand#42  |STANDARD BURNISHED NICKEL|49|SM JAR    |30.00|no|
279|linen olive lawn blanched gainsboro|Manufacturer#3           |Brand#35  |SMALL ANODIZED BRASS|27|MED CASE  |30.00|no|
280|blue azure slate lace burlywood|Manufacturer#2           |Brand#21  |STANDARD BURNISHED STEEL|33|LG CAN    |31.00|no|
281|red mint brown powder rose|Manufacturer#1           |Brand#12  |SMALL PLATED STEEL|7|MED CAN   |31.00|no|
282|steel burnished cornsilk beige lace|Manufacturer#1           |Brand#11  |SMALL BRUSHED COPPER|44|WRAP CAN  |31.00|no|
283|metallic burlywood lavender midnight cornsilk|Manufacturer#1           |Brand#12  |SMALL PLATED TIN|8|SM DRUM   |31.00|no|
284|burlywood chocolate almond ivory coral|Manufacturer#5           |Brand#51  |ECONOMY POLISHED COPPER|9|MED DRUM  |31.00|no|
285|cream seashell orange frosted brown|Manufacturer#2           |Brand#25  |LARGE ANODIZED TIN|42|SM PACK   |31.00|no|
286|chocolate cornsilk goldenrod violet puff|Manufacturer#5           |Brand#53  |MEDIUM POLISHED TIN|1|WRAP CASE |31.00|no|
287|misty snow thistle burlywood wheat|Manufacturer#1           |Brand#15  |SMALL PLATED NICKEL|27|SM DRUM   |31.00|no|
288|tan purple yellow ivory olive|Manufacturer#2           |Brand#23  |STANDARD BURNISHED BRASS|31|SM CASE   |31.00|no|
289|peach antique deep peru saddle|Manufacturer#4           |Brand#43  |PROMO POLISHED TIN|40|LG CASE   |32.00|no|
290|deep wheat forest powder firebrick|Manufacturer#1           |Brand#12  |LARGE BURNISHED BRASS|19|JUMBO JAR |32.00|no|
291|goldenrod aquamarine olive white pink|Manufacturer#5           |Brand#54  |ECONOMY PLATED BRASS|26|SM JAR    |32.00|no|
292|navajo tan coral slate thistle|Manufacturer#1           |Brand#12  |SMALL PLATED NICKEL|2|MED CAN   |32.00|no|
293|lawn cyan plum bisque cream|Manufacturer#5           |Brand#52  |STANDARD POLISHED STEEL|24|SM PACK   |32.00|no|
294|midnight misty royal floral brown|Manufacturer#2           |Brand#24  |ECONOMY POLISHED TIN|35|SM JAR    |32.00|no|
295|honeydew lace powder almond red|Manufacturer#2           |Brand#25  |MEDIUM BURNISHED NICKEL|49|JUMBO JAR |32.00|no|
296|tan seashell chocolate lemon orange|Manufacturer#1           |Brand#13  |LARGE BURNISHED BRASS|28|SM PKG    |32.00|no|
297|antique powder almond navajo lace|Manufacturer#2           |Brand#22  |LARGE BURNISHED STEEL|23|LG PACK   |32.00|no|
298|azure sky tomato midnight lace|Manufacturer#4           |Brand#45  |PROMO BRUSHED COPPER|13|JUMBO CAN |33.00|no|
299|deep coral dodger green peach|Manufacturer#4           |Brand#41  |STANDARD ANODIZED COPPER|26|WRAP PKG  |33.00|no|
300|light goldenrod green lime papaya|Manufacturer#4           |Brand#44  |PROMO ANODIZED BRASS|1|WRAP PACK |33.00|no|
301|misty snow lace burnished linen|Manufacturer#4           |Brand#42  |ECONOMY BRUSHED STEEL|6|WRAP CAN  |33.00|no|
302|black seashell sky grey snow|Manufacturer#4           |Brand#41  |PROMO POLISHED BRASS|34|SM BAG    |33.00|no|
303|almond chocolate firebrick black bisque|Manufacturer#4           |Brand#45  |ECONOMY PLATED BRASS|7|JUMBO CASE|33.00|no|
304|forest mint sienna navy ghost|Manufacturer#4           |Brand#43  |SMALL POLISHED NICKEL|12|LG DRUM   |33.00|no|
305|moccasin tan chartreuse cornsilk drab|Manufacturer#1           |Brand#15  |SMALL ANODIZED TIN|6|SM BAG    |33.00|no|
306|lemon peach spring rose ghost|Manufacturer#3           |Brand#33  |SMALL BURNISHED NICKEL|25|LG PKG    |33.00|no|
307|peru beige firebrick royal navy|Manufacturer#2           |Brand#21  |LARGE BURNISHED BRASS|30|WRAP DRUM |33.00|no|
308|olive ivory turquoise sienna wheat|Manufacturer#2           |Brand#21  |STANDARD BURNISHED BRASS|40|WRAP JAR  |34.00|no|
309|red smoke blue pale lace|Manufacturer#4           |Brand#42  |LARGE ANODIZED NICKEL|49|JUMBO PKG |34.00|no|
310|sandy sky dark navy blanched|Manufacturer#1           |Brand#14  |ECONOMY BRUSHED NICKEL|32|MED JAR   |34.00|no|
311|indian orchid navajo dark forest|Manufacturer#4           |Brand#44  |MEDIUM PLATED TIN|18|LG DRUM   |34.00|no|
312|powder firebrick white peach goldenrod|Manufacturer#3           |Brand#32  |PROMO BURNISHED STEEL|29|MED CASE  |34.00|no|
313|moccasin rosy lemon linen royal|Manufacturer#3           |Brand#34  |PROMO BRUSHED TIN|13|WRAP PACK |34.00|no|
314|grey royal seashell violet misty|Manufacturer#3           |Brand#35  |STANDARD PLATED STEEL|14|LG DRUM   |34.00|no|
315|navy cyan orchid seashell moccasin|Manufacturer#2           |Brand#23  |LARGE ANODIZED BRASS|20|LG JAR    |34.00|no|
316|almond rosy green hot midnight|Manufacturer#4           |Brand#41  |MEDIUM BRUSHED TIN|9|MED CASE  |34.00|no|
317|linen peru thistle turquoise medium|Manufacturer#1           |Brand#15  |LARGE POLISHED STEEL|34|JUMBO BOX |35.00|no|
318|rosy rose indian puff pale|Manufacturer#1           |Brand#12  |PROMO BURNISHED NICKEL|20|JUMBO CASE|35.00|no|
319|royal metallic lawn spring firebrick|Manufacturer#3           |Brand#31  |MEDIUM BURNISHED TIN|44|LG BOX    |35.00|no|
320|chiffon linen rose white rosy|Manufacturer#5           |Brand#53  |LARGE ANODIZED STEEL|26|WRAP DRUM |35.00|no|
321|tomato drab cream tan navajo|Manufacturer#5           |Brand#51  |ECONOMY ANODIZED STEEL|9|SM JAR    |35.00|no|
322|dark black rosy yellow ivory|Manufacturer#3           |Brand#35  |STANDARD PLATED STEEL|32|JUMBO CASE|35.00|no|
323|moccasin goldenrod tan maroon bisque|Manufacturer#4           |Brand#41  |MEDIUM BRUSHED BRASS|15|MED CASE  |35.00|no|
324|aquamarine ivory magenta linen black|Manufacturer#2           |Brand#25  |SMALL PLATED TIN|36|SM BAG    |35.00|no|
325|plum cyan almond dark orchid|Manufacturer#1           |Brand#15  |LARGE PLATED COPPER|22|MED PACK  |35.00|no|
326|sky papaya green azure chiffon|Manufacturer#3           |Brand#34  |LARGE ANODIZED STEEL|48|JUMBO CAN |36.00|no|
327|metallic lavender green firebrick ghost|Manufacturer#2           |Brand#23  |PROMO POLISHED BRASS|14|SM PACK   |36.00|no|
328|turquoise bisque wheat cornflower forest|Manufacturer#3           |Brand#34  |PROMO POLISHED COPPER|24|JUMBO CASE|36.00|no|
329|mint dodger chocolate papaya azure|Manufacturer#3           |Brand#31  |MEDIUM ANODIZED NICKEL|21|LG PKG    |36.00|no|
330|royal lime misty frosted smoke|Manufacturer#3           |Brand#35  |LARGE PLATED COPPER|18|LG JAR    |36.00|no|
331|metallic ivory cornsilk mint hot|Manufacturer#2           |Brand#25  |SMALL BURNISHED COPPER|15|WRAP JAR  |36.00|no|
332|frosted blush firebrick linen salmon|Manufacturer#2           |Brand#24  |STANDARD BRUSHED BRASS|14|SM CAN    |36.00|no|
333|chocolate tomato light chartreuse orange|Manufacturer#2           |Brand#21  |ECONOMY POLISHED COPPER|1|LG DRUM   |36.00|no|
334|lawn wheat dodger forest firebrick|Manufacturer#3           |Brand#31  |ECONOMY PLATED BRASS|32|LG JAR    |36.00|no|
335|dark cream plum goldenrod smoke|Manufacturer#3           |Brand#32  |SMALL BRUSHED COPPER|3|SM JAR    |37.00|no|
336|maroon medium green tomato rosy|Manufacturer#2           |Brand#25  |PROMO ANODIZED TIN|3|WRAP JAR  |37.00|no|
337|magenta lavender blush peru aquamarine|Manufacturer#2           |Brand#23  |MEDIUM BRUSHED COPPER|29|MED DRUM  |37.00|no|
338|turquoise honeydew dim saddle grey|Manufacturer#1           |Brand#14  |LARGE ANODIZED NICKEL|26|JUMBO JAR |37.00|no|
339|saddle white red royal midnight|Manufacturer#2           |Brand#23  |PROMO BURNISHED COPPER|14|LG PACK   |37.00|no|
340|sienna purple lawn coral navy|Manufacturer#2           |Brand#23  |STANDARD BRUSHED TIN|3|JUMBO BOX |37.00|no|
341|pale smoke drab spring burnished|Manufacturer#4           |Brand#45  |PROMO POLISHED COPPER|34|MED PKG   |37.00|no|
342|purple indian burnished khaki puff|Manufacturer#4           |Brand#43  |LARGE BURNISHED NICKEL|37|JUMBO CAN |37.00|no|
343|blush thistle chartreuse tomato navy|Manufacturer#3           |Brand#35  |PROMO ANODIZED NICKEL|7|SM JAR    |37.00|no|
344|lime chiffon sky magenta midnight|Manufacturer#4           |Brand#45  |LARGE ANODIZED TIN|39|SM BOX    |38.00|no|
345|cyan frosted spring orange puff|Manufacturer#4           |Brand#45  |ECONOMY BURNISHED NICKEL|22|LG CAN    |38.00|no|
346|medium honeydew blush lace lemon|Manufacturer#5           |Brand#51  |ECONOMY BRUSHED COPPER|8|LG PKG    |38.00|no|
347|deep antique royal bisque rosy|Manufacturer#3           |Brand#34  |SMALL ANODIZED TIN|28|WRAP BAG  |38.00|no|
348|blush navajo peru chartreuse dim|Manufacturer#5           |Brand#53  |MEDIUM POLISHED STEEL|16|WRAP BOX  |38.00|no|
349|ghost black hot salmon lace|Manufacturer#2           |Brand#24  |ECONOMY BURNISHED NICKEL|12|MED JAR   |38.00|no|
350|peach thistle royal papaya cornsilk|Manufacturer#3           |Brand#32  |STANDARD ANODIZED NICKEL|25|WRAP CAN  |38.00|no|
351|slate pale misty sienna red|Manufacturer#3           |Brand#32  |STANDARD PLATED TIN|48|WRAP CAN  |38.00|no|
352|sandy almond peach ivory violet|Manufacturer#4           |Brand#42  |MEDIUM BURNISHED BRASS|44|JUMBO CAN |38.00|no|
353|azure linen grey blanched dim|Manufacturer#3           |Brand#34  |PROMO BURNISHED TIN|43|WRAP JAR  |39.00|no|
354|frosted deep powder beige lemon|Manufacturer#4           |Brand#42  |PROMO BURNISHED STEEL|38|LG CAN    |39.00|no|
355|mint goldenrod sandy burnished olive|Manufacturer#5           |Brand#52  |ECONOMY POLISHED NICKEL|16|JUMBO JAR |39.00|no|
356|hot pink peach lemon chartreuse|Manufacturer#1           |Brand#14  |STANDARD BRUSHED NICKEL|46|WRAP BAG  |39.00|no|
357|frosted rosy powder floral mint|Manufacturer#4           |Brand#42  |STANDARD PLATED COPPER|19|SM DRUM   |39.00|no|
358|purple maroon lavender cornsilk salmon|Manufacturer#2           |Brand#24  |STANDARD POLISHED BRASS|39|JUMBO PACK|39.00|no|
359|pink medium olive rosy linen|Manufacturer#3           |Brand#35  |PROMO PLATED BRASS|19|LG DRUM   |39.00|no|
360|midnight papaya violet peach cream|Manufacturer#3           |Brand#35  |SMALL POLISHED COPPER|14|WRAP BOX  |39.00|no|
361|indian dim tan antique puff|Manufacturer#5           |Brand#52  |SMALL ANODIZED COPPER|42|WRAP DRUM |39.00|no|
362|sienna green ghost rose lawn|Manufacturer#1           |Brand#13  |ECONOMY POLISHED COPPER|9|JUMBO BAG |40.00|no|
363|rosy grey blush dark lime|Manufacturer#2           |Brand#22  |MEDIUM ANODIZED BRASS|16|WRAP JAR  |40.00|no|
364|puff almond blanched drab misty|Manufacturer#4           |Brand#43  |LARGE BRUSHED NICKEL|21|MED PKG   |40.00|no|
365|olive blue navy frosted violet|Manufacturer#3           |Brand#31  |SMALL POLISHED STEEL|8|LG CAN    |40.00|no|
366|seashell antique beige thistle cream|Manufacturer#5           |Brand#53  |ECONOMY BURNISHED STEEL|46|WRAP DRUM |40.00|no|
367|black lavender dark cornflower grey|Manufacturer#2           |Brand#23  |STANDARD PLATED BRASS|2|JUMBO PACK|40.00|no|
368|cornsilk blush bisque hot cyan|Manufacturer#5           |Brand#52  |ECONOMY BRUSHED TIN|8|SM PACK   |40.00|no|
369|drab plum olive firebrick beige|Manufacturer#2           |Brand#21  |SMALL POLISHED BRASS|11|SM BOX    |40.00|no|
370|almond linen pale aquamarine ghost|Manufacturer#5           |Brand#52  |LARGE BRUSHED COPPER|46|JUMBO BOX |40.00|no|
371|maroon dark beige forest drab|Manufacturer#4           |Brand#45  |ECONOMY ANODIZED COPPER|27|MED BAG   |40.00|no|
372|black frosted aquamarine maroon orange|Manufacturer#3           |Brand#32  |LARGE ANODIZED STEEL|35|LG CAN    |41.00|no|
373|beige blanched coral cornsilk sky|Manufacturer#5           |Brand#53  |STANDARD PLATED TIN|37|JUMBO PACK|41.00|no|
374|orange lemon cream dim midnight|Manufacturer#1           |Brand#11  |LARGE PLATED STEEL|18|MED BOX   |41.00|no|
375|floral blush lawn puff brown|Manufacturer#1           |Brand#15  |SMALL POLISHED BRASS|16|JUMBO JAR |41.00|no|
376|lace drab wheat red tan|Manufacturer#4           |Brand#44  |MEDIUM BRUSHED STEEL|44|SM PKG    |41.00|no|
377|green forest rose slate cornflower|Manufacturer#4           |Brand#44  |STANDARD BURNISHED COPPER|16|WRAP BOX  |41.00|no|
378|burnished lime green turquoise red|Manufacturer#3           |Brand#32  |SMALL PLATED COPPER|45|JUMBO PACK|41.00|no|
379|cream sienna sandy thistle medium|Manufacturer#3           |Brand#33  |ECONOMY POLISHED STEEL|5|SM CASE   |41.00|no|
380|khaki powder royal maroon snow|Manufacturer#4           |Brand#41  |LARGE BRUSHED TIN|6|JUMBO DRUM|41.00|no|
381|sienna peach wheat linen tomato|Manufacturer#5           |Brand#53  |ECONOMY ANODIZED COPPER|37|LG CASE   |42.00|no|
382|honeydew ghost lace plum sky|Manufacturer#4           |Brand#41  |LARGE POLISHED BRASS|4|SM CAN    |42.00|no|
383|seashell tan purple almond coral|Manufacturer#2           |Brand#23  |SMALL BRUSHED COPPER|45|SM PACK   |42.00|no|
384|papaya thistle rosy rose puff|Manufacturer#4           |Brand#43  |STANDARD BURNISHED TIN|2|WRAP CAN  |42.00|no|
385|snow chocolate ivory lemon magenta|Manufacturer#1           |Brand#12  |STANDARD PLATED TIN|41|WRAP JAR  |42.00|no|
386|red blanched thistle bisque wheat|Manufacturer#1           |Brand#13  |STANDARD PLATED STEEL|4|SM BOX    |42.00|no|
387|smoke white metallic sky firebrick|Manufacturer#3           |Brand#34  |LARGE BRUSHED COPPER|23|WRAP CASE |42.00|no|
388|lawn puff grey forest indian|Manufacturer#1           |Brand#11  |STANDARD POLISHED STEEL|20|LG PKG    |42.00|no|
389|magenta ivory lawn antique turquoise|Manufacturer#1           |Brand#11  |PROMO BRUSHED TIN|16|MED PKG   |42.00|no|
390|maroon magenta saddle linen lime|Manufacturer#5           |Brand#54  |SMALL ANODIZED COPPER|24|MED DRUM  |43.00|no|
391|seashell cornsilk metallic royal sky|Manufacturer#4           |Brand#41  |SMALL PLATED STEEL|18|LG PACK   |43.00|no|
392|medium plum powder blush yellow|Manufacturer#4           |Brand#42  |MEDIUM BRUSHED COPPER|21|SM BOX    |43.00|no|
393|blue coral gainsboro slate lawn|Manufacturer#3           |Brand#34  |STANDARD PLATED NICKEL|36|JUMBO CAN |43.00|no|
394|chocolate royal cornflower papaya yellow|Manufacturer#1           |Brand#11  |MEDIUM POLISHED STEEL|33|MED JAR   |43.00|no|
395|drab steel royal medium chartreuse|Manufacturer#3           |Brand#32  |MEDIUM BURNISHED BRASS|9|LG BOX    |43.00|no|
396|medium seashell lavender almond tan|Manufacturer#3           |Brand#35  |SMALL BURNISHED COPPER|37|SM CASE   |43.00|no|
397|purple spring turquoise goldenrod grey|Manufacturer#1           |Brand#15  |LARGE ANODIZED COPPER|3|JUMBO JAR |43.00|no|
398|red salmon sandy white hot|Manufacturer#3           |Brand#32  |MEDIUM BRUSHED NICKEL|32|SM DRUM   |43.00|no|
399|orange peru yellow blanched seashell|Manufacturer#2           |Brand#21  |LARGE BRUSHED BRASS|37|WRAP BAG  |44.00|no|
400|rose blue smoke olive sandy|Manufacturer#2           |Brand#21  |ECONOMY POLISHED BRASS|32|SM BOX    |44.00|no|
401|almond chiffon indian green dim|Manufacturer#2           |Brand#21  |ECONOMY POLISHED STEEL|10|SM PKG    |44.00|no|
402|black rosy ghost yellow ivory|Manufacturer#4           |Brand#45  |LARGE ANODIZED BRASS|16|SM PACK   |44.00|no|
403|indian lemon linen almond tomato|Manufacturer#4           |Brand#45  |MEDIUM BURNISHED STEEL|19|JUMBO DRUM|44.00|no|
404|maroon olive pink rose cornflower|Manufacturer#4           |Brand#41  |STANDARD ANODIZED NICKEL|9|SM CASE   |44.00|no|
405|ivory yellow peru almond cornsilk|Manufacturer#3           |Brand#34  |STANDARD BRUSHED BRASS|17|WRAP JAR  |44.00|no|
406|thistle saddle white puff lemon|Manufacturer#2           |Brand#21  |STANDARD PLATED STEEL|43|JUMBO JAR |44.00|no|
407|tomato turquoise dim powder ivory|Manufacturer#5           |Brand#53  |LARGE BRUSHED NICKEL|39|SM JAR    |44.00|no|
408|indian metallic peach gainsboro pale|Manufacturer#2           |Brand#24  |PROMO POLISHED STEEL|4|MED PKG   |45.00|no|
409|smoke forest metallic saddle hot|Manufacturer#4           |Brand#44  |SMALL PLATED NICKEL|40|MED CASE  |45.00|no|
410|tomato sienna hot chartreuse dodger|Manufacturer#2           |Brand#25  |STANDARD PLATED NICKEL|36|JUMBO BOX |45.00|no|
411|lemon dark khaki antique slate|Manufacturer#1           |Brand#12  |ECONOMY BURNISHED STEEL|17|JUMBO DRUM|45.00|no|
412|slate forest spring pink peru|Manufacturer#1           |Brand#14  |SMALL ANODIZED STEEL|33|WRAP PKG  |45.00|no|
413|chiffon ivory lawn metallic beige|Manufacturer#3           |Brand#33  |PROMO PLATED STEEL|49|MED PKG   |45.00|no|
414|pink brown purple puff snow|Manufacturer#4           |Brand#41  |SMALL BURNISHED STEEL|50|WRAP CASE |45.00|no|
415|dark chocolate wheat ivory orchid|Manufacturer#2           |Brand#22  |MEDIUM ANODIZED COPPER|42|SM DRUM   |45.00|no|
416|ghost misty chocolate peach green|Manufacturer#1           |Brand#13  |MEDIUM POLISHED STEEL|11|WRAP JAR  |45.00|no|
417|gainsboro sky turquoise ghost mint|Manufacturer#1           |Brand#14  |MEDIUM PLATED TIN|31|LG BAG    |46.00|no|
418|lavender forest puff beige tan|Manufacturer#1           |Brand#11  |MEDIUM ANODIZED NICKEL|32|JUMBO JAR |46.00|no|
419|moccasin navy seashell turquoise sienna|Manufacturer#4           |Brand#43  |ECONOMY BRUSHED TIN|42|WRAP BAG  |46.00|no|
420|chocolate cornsilk midnight beige floral|Manufacturer#2           |Brand#23  |PROMO BRUSHED TIN|15|LG JAR    |46.00|no|
421|white black burnished brown medium|Manufacturer#1           |Brand#12  |LARGE PLATED STEEL|36|WRAP PACK |46.00|no|
422|honeydew smoke violet pink bisque|Manufacturer#3           |Brand#33  |STANDARD POLISHED TIN|16|LG CAN    |46.00|no|
423|bisque misty dark hot blush|Manufacturer#3           |Brand#31  |PROMO BRUSHED BRASS|2|SM JAR    |46.00|no|
424|dim almond turquoise beige royal|Manufacturer#3           |Brand#34  |SMALL BRUSHED TIN|9|LG CASE   |46.00|no|
425|ivory wheat chiffon navy burlywood|Manufacturer#3           |Brand#32  |PROMO BRUSHED STEEL|23|JUMBO BOX |46.00|no|
426|maroon linen sienna firebrick burnished|Manufacturer#1           |Brand#14  |STANDARD ANODIZED NICKEL|42|WRAP PACK |47.00|no|
