PARTKEY|NAME|MFGR|BRAND|TYPE|SIZE|CONTAINER|RETAILPRICE|COMMENT
874|drab slate hot black khaki|Manufacturer#1           |Brand#15  |MEDIUM PLATED TIN|9|MED BOX   |96.00|no|
875|pale peru red orchid almond|Manufacturer#2           |Brand#24  |ECONOMY BRUSHED COPPER|1|MED DRUM  |96.00|no|
876|frosted lace turquoise sky sandy|Manufacturer#3           |Brand#31  |MEDIUM PLATED NICKEL|25|SM CAN    |96.00|no|
877|lime violet tomato drab blush|Manufacturer#3           |Brand#31  |STANDARD ANODIZED NICKEL|20|MED PACK  |96.00|no|
878|steel lace wheat orchid linen|Manufacturer#3           |Brand#32  |STANDARD POLISHED NICKEL|40|JUMBO CASE|96.00|no|
879|spring red indian floral sky|Manufacturer#3           |Brand#34  |STANDARD BURNISHED TIN|23|MED PKG   |96.00|no|
880|sandy turquoise cream firebrick rose|Manufacturer#2           |Brand#25  |STANDARD ANODIZED COPPER|10|LG CASE   |96.00|no|
881|bisque frosted khaki linen royal|Manufacturer#2           |Brand#21  |LARGE BRUSHED BRASS|12|MED PACK  |96.00|no|
882|chiffon royal lime almond midnight|Manufacturer#4           |Brand#44  |ECONOMY BRUSHED STEEL|12|MED BAG   |96.00|no|
883|smoke grey dark yellow brown|Manufacturer#3           |Brand#31  |STANDARD PLATED NICKEL|18|LG PACK   |97.00|no|
884|peach medium goldenrod cyan ghost|Manufacturer#1           |Brand#11  |SMALL POLISHED NICKEL|38|WRAP BAG  |97.00|no|
885|dim peach moccasin snow floral|Manufacturer#4           |Brand#42  |ECONOMY BRUSHED STEEL|31|WRAP DRUM |97.00|no|
886|turquoise dodger lemon antique green|Manufacturer#5           |Brand#55  |LARGE BRUSHED COPPER|46|MED BAG   |97.00|no|
887|navajo cream salmon orange smoke|Manufacturer#4           |Brand#41  |SMALL BRUSHED STEEL|48|JUMBO CAN |97.00|no|
888|pale turquoise rose olive chiffon|Manufacturer#3           |Brand#31  |STANDARD BRUSHED NICKEL|44|SM DRUM   |97.00|no|
889|saddle midnight almond drab blanched|Manufacturer#5           |Brand#51  |LARGE BURNISHED BRASS|19|JUMBO DRUM|97.00|no|
890|sandy lawn chartreuse peru blue|Manufacturer#5           |Brand#52  |SMALL BRUSHED STEEL|23|MED PKG   |97.00|no|
891|plum floral dodger lemon almond|Manufacturer#4           |Brand#42  |ECONOMY POLISHED STEEL|5|MED CASE  |97.00|no|
892|thistle chocolate sandy powder drab|Manufacturer#2           |Brand#22  |SMALL BRUSHED NICKEL|3|LG DRUM   |98.00|no|
893|dark moccasin bisque cyan azure|Manufacturer#1           |Brand#14  |PROMO BRUSHED STEEL|9|LG JAR    |98.00|no|
894|chocolate blue smoke azure sandy|Manufacturer#3           |Brand#35  |SMALL BURNISHED TIN|43|MED BAG   |98.00|no|
895|thistle azure magenta mint burnished|Manufacturer#4           |Brand#41  |MEDIUM BRUSHED STEEL|17|SM BOX    |98.00|no|
896|peach ivory rose honeydew lace|Manufacturer#4           |Brand#43  |PROMO ANODIZED TIN|7|LG CASE   |98.00|no|
897|misty olive purple cream red|Manufacturer#4           |Brand#41  |SMALL BRUSHED COPPER|26|SM JAR    |98.00|no|
898|olive burlywood royal cream drab|Manufacturer#4           |Brand#45  |PROMO POLISHED NICKEL|8|WRAP BAG  |98.00|no|
899|gainsboro dim misty violet coral|Manufacturer#2           |Brand#25  |SMALL ANODIZED NICKEL|50|WRAP CASE |98.00|no|
900|medium antique khaki cream slate|Manufacturer#2           |Brand#21  |STANDARD PLATED NICKEL|40|LG CAN    |98.00|no|
901|white honeydew orange saddle black|Manufacturer#2           |Brand#23  |ECONOMY PLATED TIN|38|LG CAN    |99.00|no|
902|red chartreuse firebrick burlywood papaya|Manufacturer#2           |Brand#23  |LARGE ANODIZED COPPER|14|MED CAN   |99.00|no|
903|navajo chiffon mint ghost burlywood|Manufacturer#4           |Brand#44  |ECONOMY BURNISHED BRASS|4|SM BAG    |99.00|no|
904|black olive light sandy linen|Manufacturer#1           |Brand#12  |STANDARD ANODIZED TIN|20|WRAP DRUM |99.00|no|
905|burlywood honeydew cornsilk indian green|Manufacturer#2           |Brand#25  |PROMO BRUSHED BRASS|27|MED CASE  |99.00|no|
906|rosy forest navajo light turquoise|Manufacturer#4           |Brand#44  |MEDIUM BURNISHED COPPER|45|MED DRUM  |99.00|no|
907|plum lawn black chartreuse sandy|Manufacturer#5           |Brand#52  |ECONOMY ANODIZED STEEL|8|LG CASE   |99.00|no|
908|pink navy lace papaya brown|Manufacturer#2           |Brand#25  |MEDIUM BURNISHED TIN|13|JUMBO JAR |99.00|no|
909|cornsilk tomato chiffon bisque navy|Manufacturer#1           |Brand#12  |STANDARD PLATED TIN|40|WRAP PKG  |99.00|no|
910|coral antique peach navy violet|Manufacturer#4           |Brand#42  |STANDARD ANODIZED TIN|15|JUMBO JAR |99.00|no|
911|blush coral medium ivory snow|Manufacturer#1           |Brand#14  |ECONOMY BURNISHED TIN|23|MED CAN   |100.00|no|
912|indian tomato rose powder turquoise|Manufacturer#5           |Brand#55  |STANDARD POLISHED NICKEL|17|SM BAG    |100.00|no|
913|seashell medium burnished moccasin blue|Manufacturer#2           |Brand#23  |LARGE PLATED BRASS|49|SM DRUM   |100.00|no|
914|snow rose moccasin tomato linen|Manufacturer#3           |Brand#35  |ECONOMY POLISHED STEEL|8|LG PKG    |100.00|no|
915|aquamarine purple spring gainsboro salmon|Manufacturer#2           |Brand#21  |LARGE ANODIZED BRASS|25|WRAP BAG  |100.00|no|
916|chartreuse tomato rose chocolate magenta|Manufacturer#2           |Brand#21  |MEDIUM BURNISHED BRASS|28|MED CAN   |100.00|no|
917|midnight khaki medium linen peru|Manufacturer#2           |Brand#24  |SMALL ANODIZED COPPER|3|SM CASE   |100.00|no|
918|ghost steel beige turquoise ivory|Manufacturer#5           |Brand#55  |ECONOMY PLATED TIN|15|LG PKG    |100.00|no|
919|sandy cream royal cyan orchid|Manufacturer#1           |Brand#13  |PROMO BRUSHED COPPER|49|MED BOX   |100.00|no|
920|sky lemon misty slate lawn|Manufacturer#4           |Brand#44  |MEDIUM BRUSHED STEEL|19|WRAP CAN  |101.00|no|
921|khaki yellow plum cyan forest|Manufacturer#1           |Brand#11  |LARGE BURNISHED STEEL|35|JUMBO DRUM|101.00|no|
922|frosted dodger cyan medium indian|Manufacturer#3           |Brand#34  |LARGE BURNISHED BRASS|30|SM CASE   |101.00|no|
923|moccasin lace rose navajo forest|Manufacturer#2           |Brand#24  |STANDARD PLATED TIN|26|WRAP CASE |101.00|no|
924|indian smoke orange ghost papaya|Manufacturer#1           |Brand#11  |ECONOMY POLISHED STEEL|41|JUMBO PKG |101.00|no|
925|tomato antique plum snow burlywood|Manufacturer#4           |Brand#44  |STANDARD POLISHED NICKEL|44|MED PACK  |101.00|no|
926|tan deep medium smoke slate|Manufacturer#4           |Brand#45  |STANDARD BRUSHED TIN|39|MED JAR   |101.00|no|
927|dodger purple green peach navajo|Manufacturer#1           |Brand#14  |LARGE ANODIZED TIN|13|WRAP BAG  |101.00|no|
928|violet dodger cyan orange moccasin|Manufacturer#4           |Brand#43  |SMALL ANODIZED TIN|43|SM BOX    |101.00|no|
929|burnished pale medium turquoise lace|Manufacturer#3           |Brand#33  |LARGE PLATED COPPER|40|MED DRUM  |102.00|no|
930|violet ivory orchid rose frosted|Manufacturer#2           |Brand#23  |SMALL BRUSHED BRASS|26|LG DRUM   |102.00|no|
931|red puff chiffon sienna dark|Manufacturer#3           |Brand#31  |STANDARD ANODIZED NICKEL|37|LG CAN    |102.00|no|
932|cornflower sky powder cyan linen|Manufacturer#2           |Brand#24  |SMALL ANODIZED COPPER|12|LG BOX    |102.00|no|
933|pink magenta frosted blanched lime|Manufacturer#3           |Brand#33  |STANDARD BRUSHED STEEL|25|LG CASE   |102.00|no|
934|beige saddle magenta cyan dim|Manufacturer#4           |Brand#45  |STANDARD ANODIZED BRASS|40|MED JAR   |102.00|no|
935|royal cornflower maroon khaki cornsilk|Manufacturer#5           |Brand#53  |STANDARD BRUSHED STEEL|8|JUMBO DRUM|102.00|no|
936|white beige firebrick dodger olive|Manufacturer#2           |Brand#24  |MEDIUM PLATED BRASS|6|WRAP DRUM |102.00|no|
937|drab peru royal pink peach|Manufacturer#3           |Brand#33  |PROMO ANODIZED TIN|2|JUMBO CAN |102.00|no|
938|chartreuse peach spring cornflower tan|Manufacturer#2           |Brand#22  |LARGE BRUSHED NICKEL|1|JUMBO CASE|103.00|no|
939|salmon magenta orange coral aquamarine|Manufacturer#1           |Brand#14  |PROMO BURNISHED BRASS|41|WRAP PACK |103.00|no|
940|violet coral blanched orange light|Manufacturer#1           |Brand#15  |PROMO POLISHED TIN|49|JUMBO JAR |103.00|no|
941|lace cornsilk pink medium slate|Manufacturer#2           |Brand#25  |MEDIUM PLATED NICKEL|8|LG PKG    |103.00|no|
942|coral peach bisque green seashell|Manufacturer#3           |Brand#35  |PROMO POLISHED TIN|44|MED BAG   |103.00|no|
943|smoke sky chiffon green steel|Manufacturer#5           |Brand#55  |ECONOMY BRUSHED BRASS|46|SM PKG    |103.00|no|
944|medium sandy olive wheat turquoise|Manufacturer#3           |Brand#33  |SMALL PLATED STEEL|1|LG CAN    |103.00|no|
945|chiffon steel peach black moccasin|Manufacturer#5           |Brand#52  |MEDIUM PLATED NICKEL|22|MED JAR   |103.00|no|
946|medium drab rosy spring salmon|Manufacturer#2           |Brand#25  |MEDIUM PLATED TIN|30|LG BOX    |103.00|no|
947|black tan salmon maroon chartreuse|Manufacturer#1           |Brand#13  |MEDIUM BURNISHED STEEL|16|JUMBO JAR |104.00|no|
948|gainsboro chocolate bisque sandy steel|Manufacturer#2           |Brand#22  |MEDIUM ANODIZED BRASS|31|WRAP PKG  |104.00|no|
949|thistle burnished pink yellow wheat|Manufacturer#5           |Brand#51  |LARGE BURNISHED TIN|47|LG PKG    |104.00|no|
950|steel purple midnight beige coral|Manufacturer#3           |Brand#31  |SMALL ANODIZED STEEL|26|WRAP CASE |104.00|no|
951|gainsboro indian aquamarine lemon blush|Manufacturer#2           |Brand#21  |STANDARD BURNISHED STEEL|40|JUMBO JAR |104.00|no|
952|frosted purple sky steel papaya|Manufacturer#3           |Brand#31  |MEDIUM BRUSHED TIN|4|MED PACK  |104.00|no|
953|tomato cornflower honeydew sandy grey|Manufacturer#4           |Brand#41  |PROMO ANODIZED TIN|2|WRAP JAR  |104.00|no|
954|turquoise bisque khaki coral antique|Manufacturer#5           |Brand#55  |ECONOMY ANODIZED STEEL|35|JUMBO CASE|104.00|no|
955|blue olive tan rosy navajo|Manufacturer#3           |Brand#32  |PROMO BURNISHED STEEL|43|SM CASE   |104.00|no|
956|orchid yellow dark lawn thistle|Manufacturer#1           |Brand#13  |STANDARD BRUSHED STEEL|7|LG CASE   |105.00|no|
957|snow turquoise coral lime goldenrod|Manufacturer#3           |Brand#33  |SMALL ANODIZED COPPER|23|SM CAN    |105.00|no|
958|turquoise sandy drab dodger cyan|Manufacturer#3           |Brand#35  |LARGE PLATED NICKEL|13|LG BOX    |105.00|no|
959|sky snow peach olive spring|Manufacturer#4           |Brand#41  |SMALL BURNISHED STEEL|5|WRAP JAR  |105.00|no|
960|sienna royal light orchid moccasin|Manufacturer#5           |Brand#55  |LARGE PLATED COPPER|26|LG CASE   |105.00|no|
961|cornflower chocolate floral burnished green|Manufacturer#1           |Brand#15  |PROMO BRUSHED BRASS|1|SM PACK   |105.00|no|
962|magenta linen ghost almond floral|Manufacturer#1           |Brand#13  |MEDIUM PLATED BRASS|38|JUMBO BOX |105.00|no|
963|violet beige lime dark metallic|Manufacturer#4           |Brand#44  |MEDIUM PLATED BRASS|44|LG CASE   |105.00|no|
964|sky orange indian pale burlywood|Manufacturer#5           |Brand#54  |SMALL POLISHED BRASS|48|MED BOX   |105.00|no|
965|dim cyan bisque black smoke|Manufacturer#3           |Brand#34  |MEDIUM PLATED STEEL|39|LG PKG    |106.00|no|
966|turquoise antique brown violet plum|Manufacturer#4           |Brand#42  |PROMO BURNISHED TIN|24|MED CAN   |106.00|no|
967|cyan snow azure slate papaya|Manufacturer#5           |Brand#55  |SMALL BURNISHED COPPER|16|JUMBO CAN |106.00|no|
968|rose chiffon chocolate lace papaya|Manufacturer#1           |Brand#11  |LARGE PLATED TIN|23|LG PKG    |106.00|no|
969|hot azure royal red dark|Manufacturer#5           |Brand#55  |PROMO POLISHED STEEL|34|JUMBO CASE|106.00|no|
970|sienna azure light medium green|Manufacturer#1           |Brand#11  |STANDARD BURNISHED STEEL|44|SM CAN    |106.00|no|
971|orange misty green aquamarine forest|Manufacturer#5           |Brand#54  |LARGE POLISHED BRASS|19|SM DRUM   |106.00|no|
972|tomato burlywood pale moccasin plum|Manufacturer#3           |Brand#32  |MEDIUM PLATED BRASS|21|JUMBO JAR |106.00|no|
973|medium lavender blue tomato slate|Manufacturer#2           |Brand#22  |STANDARD ANODIZED STEEL|42|LG PACK   |106.00|no|
974|almond steel slate sky rose|Manufacturer#4           |Brand#44  |MEDIUM ANODIZED BRASS|35|WRAP BAG  |106.00|no|
975|moccasin tomato peach yellow drab|Manufacturer#3           |Brand#34  |MEDIUM ANODIZED COPPER|22|LG JAR    |107.00|no|
976|white maroon firebrick snow light|Manufacturer#5           |Brand#51  |STANDARD BRUSHED NICKEL|19|JUMBO PACK|107.00|no|
977|frosted tomato deep burnished indian|Manufacturer#5           |Brand#53  |STANDARD BRUSHED STEEL|2|LG CASE   |107.00|no|
978|cream tomato rose floral steel|Manufacturer#4           |Brand#45  |MEDIUM POLISHED TIN|46|LG DRUM   |107.00|no|
979|blush cyan azure snow sandy|Manufacturer#4           |Brand#45  |STANDARD ANODIZED TIN|4|MED CAN   |107.00|no|
980|saddle burlywood drab deep red|Manufacturer#4           |Brand#41  |SMALL ANODIZED STEEL|45|LG CASE   |107.00|no|
981|floral blanched papaya khaki light|Manufacturer#2           |Brand#25  |MEDIUM POLISHED COPPER|31|WRAP CAN  |107.00|no|
982|drab steel linen puff rosy|Manufacturer#3           |Brand#31  |SMALL POLISHED BRASS|28|SM BAG    |107.00|no|
983|violet mint moccasin black olive|Manufacturer#4           |Brand#43  |ECONOMY POLISHED TIN|39|MED BOX   |107.00|no|
984|tan frosted antique midnight thistle|Manufacturer#2           |Brand#22  |LARGE PLATED TIN|40|SM BAG    |108.00|no|
985|drab rosy orange peach medium|Manufacturer#5           |Brand#53  |MEDIUM BURNISHED STEEL|10|JUMBO PKG |108.00|no|
986|forest purple lawn yellow azure|Manufacturer#3           |Brand#33  |PROMO BRUSHED BRASS|50|JUMBO DRUM|108.00|no|
987|seashell pink linen salmon khaki|Manufacturer#5           |Brand#53  |PROMO POLISHED BRASS|39|LG BOX    |108.00|no|
988|rose saddle linen peach cream|Manufacturer#2           |Brand#24  |STANDARD BURNISHED COPPER|27|WRAP PKG  |108.00|no|
989|misty ivory plum tan steel|Manufacturer#5           |Brand#55  |LARGE PLATED TIN|9|JUMBO JAR |108.00|no|
990|azure cornsilk indian floral aquamarine|Manufacturer#1           |Brand#14  |SMALL BURNISHED COPPER|14|SM BAG    |108.00|no|
991|indian yellow red lime seashell|Manufacturer#3           |Brand#32  |MEDIUM POLISHED BRASS|9|SM CASE   |108.00|no|
992|hot peru beige magenta metallic|Manufacturer#5           |Brand#51  |PROMO BURNISHED COPPER|39|JUMBO BOX |108.00|no|
993|chiffon papaya lavender tomato spring|Manufacturer#5           |Brand#54  |MEDIUM BRUSHED NICKEL|2|MED JAR   |109.00|no|
994|almond saddle papaya seashell burlywood|Manufacturer#2           |Brand#25  |PROMO ANODIZED STEEL|38|JUMBO BOX |109.00|no|
995|papaya violet navy khaki sky|Manufacturer#3           |Brand#34  |ECONOMY BRUSHED TIN|47|MED DRUM  |109.00|no|
996|slate pink navajo orange firebrick|Manufacturer#3           |Brand#31  |STANDARD POLISHED COPPER|13|LG CAN    |109.00|no|
997|khaki lawn rose drab cornsilk|Manufacturer#5           |Brand#51  |STANDARD ANODIZED BRASS|22|JUMBO BAG |109.00|no|
998|ivory maroon cream red peru|Manufacturer#5           |Brand#53  |STANDARD BRUSHED NICKEL|2|MED BOX   |109.00|no|
999|indian honeydew chartreuse navy cyan|Manufacturer#4           |Brand#44  |STANDARD PLATED STEEL|16|WRAP CAN  |109.00|no|
1000|wheat frosted chiffon aquamarine saddle|Manufacturer#2           |Brand#24  |ECONOMY BRUSHED NICKEL|10|SM DRUM   |0.00|no|
1001|plum ivory wheat thistle salmon|Manufacturer#5           |Brand#53  |LARGE BRUSHED NICKEL|29|WRAP PACK |0.00|no|
1002|khaki dark blush moccasin floral|Manufacturer#3           |Brand#31  |SMALL ANODIZED NICKEL|5|MED PKG   |0.00|no|
1003|khaki white violet tan forest|Manufacturer#1           |Brand#14  |ECONOMY ANODIZED STEEL|19|JUMBO BOX |0.00|no|
1004|light navy deep papaya olive|Manufacturer#2           |Brand#21  |LARGE BRUSHED BRASS|16|WRAP CASE |0.00|no|
1005|seashell orange firebrick peach rose|Manufacturer#5           |Brand#52  |PROMO BRUSHED STEEL|39|WRAP CAN  |1.00|no|
1006|tan tomato burlywood drab midnight|Manufacturer#1           |Brand#11  |MEDIUM POLISHED COPPER|3|WRAP CASE |1.00|no|
1007|dodger navajo navy peru salmon|Manufacturer#1           |Brand#14  |ECONOMY PLATED TIN|9|JUMBO PKG |1.00|no|
1008|puff cyan beige tan blue|Manufacturer#5           |Brand#55  |PROMO PLATED TIN|8|LG DRUM   |1.00|no|
1009|sandy ghost steel cornsilk pale|Manufacturer#4           |Brand#42  |MEDIUM BURNISHED NICKEL|47|SM JAR    |1.00|no|
1010|peach chocolate orange green lawn|Manufacturer#4           |Brand#43  |SMALL BURNISHED NICKEL|38|JUMBO DRUM|1.00|no|
1011|rosy metallic grey blush tomato|Manufacturer#5           |Brand#54  |ECONOMY PLATED STEEL|37|LG BOX    |1.00|no|
1012|dim cornflower powder bisque tomato|Manufacturer#4           |Brand#44  |SMALL ANODIZED COPPER|23|JUMBO JAR |1.00|no|
1013|sienna maroon chocolate honeydew brown|Manufacturer#2           |Brand#24  |STANDARD BRUSHED STEEL|14|JUMBO BOX |1.00|no|
1014|peach burlywood bisque blanched chocolate|Manufacturer#5           |Brand#54  |LARGE PLATED COPPER|13|WRAP CAN  |2.00|no|
1015|cornflower brown rosy seashell mint|Manufacturer#4           |Brand#41  |MEDIUM BRUSHED BRASS|15|MED CAN   |2.00|no|
1016|slate blush misty azure honeydew|Manufacturer#1           |Brand#14  |STANDARD POLISHED BRASS|40|SM PKG    |2.00|no|
1017|purple lace lemon firebrick maroon|Manufacturer#1           |Brand#15  |STANDARD ANODIZED BRASS|13|LG CASE   |2.00|no|
1018|tan chiffon wheat plum brown|Manufacturer#4           |Brand#41  |MEDIUM PLATED COPPER|35|SM PACK   |2.00|no|
1019|mint rosy midnight red frosted|Manufacturer#4           |Brand#41  |MEDIUM ANODIZED COPPER|18|SM BOX    |2.00|no|
1020|moccasin pale cornsilk linen aquamarine|Manufacturer#3           |Brand#31  |LARGE POLISHED TIN|8|WRAP CASE |2.00|no|
1021|navy wheat gainsboro red light|Manufacturer#3           |Brand#33  |PROMO ANODIZED TIN|46|JUMBO BAG |2.00|no|
1022|slate mint plum drab khaki|Manufacturer#1           |Brand#13  |SMALL BURNISHED COPPER|33|WRAP CAN  |2.00|no|
1023|grey blanched mint firebrick snow|Manufacturer#2           |Brand#24  |PROMO POLISHED COPPER|50|SM CASE   |3.00|no|
1024|maroon sienna puff ghost chiffon|Manufacturer#5           |Brand#55  |SMALL POLISHED COPPER|2|MED PACK  |3.00|no|
1025|olive pale steel peru coral|Manufacturer#2           |Brand#25  |STANDARD ANODIZED COPPER|25|LG DRUM   |3.00|no|
1026|slate smoke hot lawn red|Manufacturer#4           |Brand#41  |ECONOMY ANODIZED TIN|47|SM CAN    |3.00|no|
1027|powder aquamarine papaya floral puff|Manufacturer#3           |Brand#31  |PROMO ANODIZED NICKEL|9|JUMBO BAG |3.00|no|
1028|blue drab lime khaki sienna|Manufacturer#1           |Brand#12  |PROMO BRUSHED COPPER|14|JUMBO CAN |3.00|no|
1029|blue bisque lace maroon pale|Manufacturer#4           |Brand#44  |LARGE PLATED NICKEL|46|JUMBO PKG |3.00|no|
1030|orange floral olive ivory lace|Manufacturer#2           |Brand#21  |STANDARD BRUSHED STEEL|20|MED JAR   |3.00|no|
1031|cyan royal metallic coral white|Manufacturer#3           |Brand#32  |MEDIUM BURNISHED NICKEL|13|SM BAG    |3.00|no|
1032|lime lace dodger tan azure|Manufacturer#1           |Brand#15  |ECONOMY ANODIZED BRASS|32|LG BAG    |4.00|no|
1033|drab chiffon lace plum white|Manufacturer#1           |Brand#12  |MEDIUM PLATED BRASS|23|MED JAR   |4.00|no|
1034|lavender ghost sky beige navy|Manufacturer#5           |Brand#52  |ECONOMY POLISHED BRASS|46|LG DRUM   |4.00|no|
1035|black pink plum blanched linen|Manufacturer#5           |Brand#52  |STANDARD BRUSHED COPPER|13|MED CASE  |4.00|no|
1036|misty lawn navajo peach thistle|Manufacturer#3           |Brand#35  |MEDIUM BRUSHED COPPER|46|WRAP BAG  |4.00|no|
1037|burnished frosted chocolate aquamarine ivory|Manufacturer#1           |Brand#15  |ECONOMY ANODIZED STEEL|36|JUMBO JAR |4.00|no|
1038|sandy lavender rosy metallic salmon|Manufacturer#4           |Brand#44  |STANDARD BRUSHED STEEL|40|WRAP CAN  |4.00|no|
1039|turquoise firebrick mint bisque spring|Manufacturer#3           |Brand#34  |MEDIUM PLATED TIN|32|MED BAG   |4.00|no|
1040|floral misty smoke royal puff|Manufacturer#3           |Brand#31  |MEDIUM BRUSHED STEEL|40|WRAP PKG  |4.00|no|
1041|royal blanched blue peru ghost|Manufacturer#5           |Brand#54  |LARGE ANODIZED NICKEL|12|WRAP CAN  |4.00|no|
1042|almond bisque steel rosy burlywood|Manufacturer#3           |Brand#32  |ECONOMY BURNISHED NICKEL|42|JUMBO BAG |5.00|no|
1043|seashell lace magenta spring chiffon|Manufacturer#4           |Brand#41  |ECONOMY BURNISHED COPPER|32|SM CAN    |5.00|no|
1044|dodger papaya goldenrod antique brown|Manufacturer#2           |Brand#25  |STANDARD PLATED TIN|25|MED CAN   |5.00|no|
1045|aquamarine light lemon sandy khaki|Manufacturer#3           |Brand#35  |ECONOMY ANODIZED STEEL|24|JUMBO CASE|5.00|no|
1046|lime cornflower indian dark chiffon|Manufacturer#2           |Brand#23  |SMALL POLISHED STEEL|33|MED JAR   |5.00|no|
1047|cornflower hot lace navy chocolate|Manufacturer#5           |Brand#54  |STANDARD ANODIZED BRASS|18|LG DRUM   |5.00|no|
1048|deep turquoise light pale saddle|Manufacturer#2           |Brand#24  |MEDIUM BRUSHED STEEL|50|LG PACK   |5.00|no|
1049|goldenrod dodger cyan orchid bisque|Manufacturer#5           |Brand#52  |SMALL BRUSHED NICKEL|2|LG CASE   |5.00|no|
1050|purple cornsilk navajo firebrick burlywood|Manufacturer#3           |Brand#34  |STANDARD BRUSHED BRASS|4|MED CASE  |5.00|no|
1051|orchid lemon almond yellow linen|Manufacturer#1           |Brand#15  |ECONOMY POLISHED BRASS|12|MED PKG   |6.00|no|
1052|dodger wheat steel grey sky|Manufacturer#5           |Brand#55  |PROMO PLATED TIN|11|WRAP CASE |6.00|no|
1053|rosy cornsilk beige mint plum|Manufacturer#5           |Brand#54  |ECONOMY BRUSHED TIN|19|LG JAR    |6.00|no|
1054|sky smoke mint floral metallic|Manufacturer#2           |Brand#24  |LARGE BRUSHED STEEL|35|LG CAN    |6.00|no|
1055|slate wheat steel chiffon royal|Manufacturer#1           |Brand#14  |LARGE POLISHED COPPER|18|MED BAG   |6.00|no|
1056|coral peach medium pale light|Manufacturer#4           |Brand#43  |MEDIUM ANODIZED COPPER|13|JUMBO PKG |6.00|no|
1057|tomato linen papaya khaki plum|Manufacturer#1           |Brand#12  |ECONOMY PLATED BRASS|25|LG BOX    |6.00|no|
1058|salmon blue almond red aquamarine|Manufacturer#5           |Brand#53  |ECONOMY ANODIZED COPPER|24|MED DRUM  |6.00|no|
1059|orange ghost firebrick peru cornsilk|Manufacturer#4           |Brand#43  |MEDIUM ANODIZED TIN|40|JUMBO BOX |6.00|no|
1060|dark indian snow cornflower cream|Manufacturer#3           |Brand#33  |STANDARD POLISHED BRASS|46|SM CASE   |7.00|no|
1061|pink beige orange pale powder|Manufacturer#1           |Brand#15  |MEDIUM BURNISHED TIN|50|LG BAG    |7.00|no|
1062|floral aquamarine olive red spring|Manufacturer#1           |Brand#12  |LARGE POLISHED TIN|12|JUMBO DRUM|7.00|no|
1063|lavender thistle navajo grey tan|Manufacturer#5           |Brand#55  |SMALL BURNISHED BRASS|42|MED BAG   |7.00|no|
1064|frosted orchid blanched seashell steel|Manufacturer#3           |Brand#31  |SMALL PLATED NICKEL|4|SM PKG    |7.00|no|
1065|coral beige sandy olive steel|Manufacturer#4           |Brand#43  |STANDARD PLATED TIN|14|JUMBO CASE|7.00|no|
1066|khaki spring ghost orchid metallic|Manufacturer#3           |Brand#31  |SMALL BURNISHED NICKEL|30|SM CASE   |7.00|no|
1067|medium brown blanched grey chocolate|Manufacturer#3           |Brand#33  |SMALL BRUSHED BRASS|39|MED BOX   |7.00|no|
1068|antique rosy frosted almond tan|Manufacturer#1           |Brand#11  |ECONOMY ANODIZED NICKEL|33|MED BOX   |7.00|no|
1069|mint linen seashell khaki bisque|Manufacturer#5           |Brand#55  |SMALL PLATED TIN|1|LG DRUM   |8.00|no|
1070|lawn mint deep dim blush|Manufacturer#4           |Brand#45  |SMALL POLISHED BRASS|31|WRAP DRUM |8.00|no|
1071|pink orchid tan cyan navy|Manufacturer#2           |Brand#22  |SMALL BURNISHED STEEL|23|WRAP DRUM |8.00|no|
1072|floral cornsilk grey purple saddle|Manufacturer#2           |Brand#22  |LARGE ANODIZED BRASS|31|SM PACK   |8.00|no|
1073|midnight cyan bisque white yellow|Manufacturer#2           |Brand#22  |MEDIUM BRUSHED BRASS|14|LG PACK   |8.00|no|
1074|midnight peach purple coral azure|Manufacturer#5           |Brand#53  |STANDARD ANODIZED NICKEL|46|LG PACK   |8.00|no|
1075|cream honeydew burlywood light pale|Manufacturer#2           |Brand#21  |LARGE ANODIZED NICKEL|33|LG PACK   |8.00|no|
1076|lime black dim lemon mint|Manufacturer#1           |Brand#13  |PROMO BRUSHED BRASS|18|JUMBO CASE|8.00|no|
1077|gainsboro navajo mint cornflower grey|Manufacturer#4           |Brand#41  |STANDARD ANODIZED TIN|49|MED BAG   |8.00|no|
1078|blanched misty turquoise black plum|Manufacturer#4           |Brand#41  |SMALL BRUSHED NICKEL|22|WRAP CAN  |9.00|no|
1079|plum chartreuse hot beige lime|Manufacturer#2           |Brand#25  |STANDARD ANODIZED COPPER|22|SM CASE   |9.00|no|
1080|khaki light black ghost yellow|Manufacturer#5           |Brand#52  |STANDARD PLATED COPPER|21|JUMBO PKG |9.00|no|
1081|dark powder hot chartreuse moccasin|Manufacturer#1           |Brand#15  |PROMO POLISHED NICKEL|44|SM PKG    |9.00|no|
1082|cream magenta lavender firebrick purple|Manufacturer#1           |Brand#11  |SMALL ANODIZED TIN|45|JUMBO PKG |9.00|no|
1083|almond khaki chartreuse hot seashell|Manufacturer#1           |Brand#11  |ECONOMY PLATED COPPER|20|JUMBO CASE|9.00|no|
1084|gainsboro blanched chiffon orchid dim|Manufacturer#2           |Brand#22  |STANDARD BRUSHED TIN|10|JUMBO BAG |9.00|no|
1085|floral frosted seashell light red|Manufacturer#4           |Brand#45  |PROMO PLATED COPPER|26|LG CAN    |9.00|no|
1086|wheat lemon powder seashell green|Manufacturer#4           |Brand#45  |LARGE BRUSHED COPPER|49|SM DRUM   |9.00|no|
